"id","UDALERRIA_KODEA/COD_MUNICIPIO","UDALERRIA/MUNICIPIO","EKITALDIA/EJERCICIO","EDUKIONTZI_KODEA/COD_CONTENEDOR","EDUKIONTZIAREN MODELOA_CAS/MODELO CONTENEDOR_CAS","HONDAKINAREN FRAKZIOA_CAS/FRACCION DEL RESIDUO_CAS","longitude","latitude","horaMin","horaMax"
1,1,"ABADINO",2020,1,"CARGA VERTICAL","ENVASES LIGEROS","531594,64","4779416,18",0,23
2,1,"ABADINO",2020,2,"CARGA VERTICAL","ENVASES LIGEROS","531628,03","4779457,63",0,23
3,1,"ABADINO",2020,3,"CARGA VERTICAL","ENVASES LIGEROS","531502,39","4779397,62",0,23
4,1,"ABADINO",2020,4,"CARGA VERTICAL","ENVASES LIGEROS","531708,59","4779389,34",0,23
5,1,"ABADINO",2020,5,"CARGA VERTICAL","ENVASES LIGEROS","531634,44","4779297,64",0,23
6,1,"ABADINO",2020,6,"CARGA VERTICAL","ENVASES LIGEROS","531700,86","4779270,46",0,23
7,1,"ABADINO",2020,7,"CARGA VERTICAL","ENVASES LIGEROS","531199,29","4776493,8",0,23
8,1,"ABADINO",2020,8,"CARGA VERTICAL","ENVASES LIGEROS","531735,39","4779510,82",0,23
9,1,"ABADINO",2020,10,"CARGA VERTICAL","ENVASES LIGEROS","531779,52","4779586,18",0,23
10,1,"ABADINO",2020,11,"CARGA VERTICAL","ENVASES LIGEROS","531482,8","4779602,73",0,23
11,1,"ABADINO",2020,12,"CARGA VERTICAL","ENVASES LIGEROS","531533,74","4779572,55",0,23
12,1,"ABADINO",2020,13,"CARGA VERTICAL","ENVASES LIGEROS","531508,93","4778407,82",0,23
13,1,"ABADINO",2020,14,"CARGA VERTICAL","ENVASES LIGEROS","531681,07","4777900,45",0,23
14,1,"ABADINO",2020,15,"CARGA VERTICAL","ENVASES LIGEROS","531947,67","4777904,08",0,23
15,1,"ABADINO",2020,16,"SOTERRADO","ENVASES LIGEROS","531582,57","4777859,9",0,23
16,1,"ABADINO",2020,17,"CARGA VERTICAL","ENVASES LIGEROS","531774","4777660,86",0,23
17,1,"ABADINO",2020,18,"CARGA VERTICAL","ENVASES LIGEROS","531739,74","4777782,94",0,23
18,1,"ABADINO",2020,20,"CARGA VERTICAL","ENVASES LIGEROS","532113,79","4777086,42",0,23
19,1,"ABADINO",2020,21,"CARGA VERTICAL","ENVASES LIGEROS","532202,72","4777147,15",0,23
20,1,"ABADINO",2020,22,"CARGA VERTICAL","ENVASES LIGEROS","531128,19","4777446,86",0,23
21,1,"ABADINO",2020,23,"CARGA VERTICAL","ENVASES LIGEROS","531766,64","4779800,45",0,23
22,1,"ABADINO",2020,24,"IGLU CIRCULAR","ENVASES LIGEROS","531731,73","4779242,68",0,23
23,1,"ABADINO",2020,26,"IGLU CIRCULAR","ENVASES LIGEROS","531729,33","4779243",0,23
24,1,"ABADINO",2020,27,"CARGA VERTICAL","ENVASES LIGEROS","531860,75","4779770,91",0,23
25,1,"ABADINO",2020,28,"CARGA VERTICAL","ENVASES LIGEROS","532068,86","4777223,02",0,23
26,1,"ABADINO",2020,29,"CARGA VERTICAL","ENVASES LIGEROS","530523,23","4775823,31",0,23
27,1,"ABADINO",2020,32,"CARGA VERTICAL","ENVASES LIGEROS","532204,25","4777145,42",0,23
28,1,"ABADINO",2020,33,"CARGA VERTICAL","ENVASES LIGEROS","531420,7","4777961,83",0,23
29,1,"ABADINO",2020,34,"CARGA VERTICAL","ENVASES LIGEROS","531871,03","4777666,53",0,23
30,1,"ABADINO",2020,35,"CARGA VERTICAL","ENVASES LIGEROS","531735,95","4779508,53",0,23
31,1,"ABADINO",2020,36,"CARGA VERTICAL","ENVASES LIGEROS","531532,83","4779532,69",0,23
32,1,"ABADINO",2020,37,"CARGA VERTICAL","ENVASES LIGEROS","528444,56","4772139,64",0,23
33,1,"ABADINO",2020,39,"CARGA VERTICAL","ENVASES LIGEROS","531596,18","4779414,46",0,23
34,1,"ABADINO",2020,40,"CARGA VERTICAL","ENVASES LIGEROS","531627,5","4779455,13",0,23
35,1,"ABADINO",2020,41,"CARGA VERTICAL","ENVASES LIGEROS","531607,79","4777452,65",0,23
36,1,"ABADINO",2020,44,"CARGA VERTICAL","ENVASES LIGEROS","531534,16","4779574,84",0,23
37,1,"ABADINO",2020,45,"CARGA VERTICAL","ENVASES LIGEROS","531963,07","4779520,34",0,23
38,1,"ABADINO",2020,46,"CARGA VERTICAL","ENVASES LIGEROS","528920,22","4772030,29",0,23
39,1,"ABADINO",2020,47,"CARGA VERTICAL","ENVASES LIGEROS","531326,69","4779480,67",0,23
40,1,"ABADINO",2020,48,"CARGA VERTICAL","ENVASES LIGEROS","531455,38","4780108,58",0,23
41,1,"ABADINO",2020,49,"CARGA VERTICAL","ENVASES LIGEROS","532357,58","4779236,18",0,23
42,1,"ABADINO",2020,50,"SOTERRADO","ENVASES LIGEROS","531654,15","4779584,52",0,23
43,1,"ABADINO",2020,51,"CARGA VERTICAL","ENVASES LIGEROS","531425,08","4778051,71",0,23
44,1,"ABADINO",2020,52,"CARGA VERTICAL","ENVASES LIGEROS","532177,69","4779373,4",0,23
45,1,"ABADINO",2020,53,"CARGA VERTICAL","ENVASES LIGEROS","532115,77","4777083,82",0,23
46,1,"ABADINO",2020,54,"CARGA VERTICAL","ENVASES LIGEROS","532070,4","4777221,5",0,23
47,1,"ABADINO",2020,55,"SOTERRADO","ENVASES LIGEROS","531829,96","4777774,67",0,23
48,1,"ABADINO",2020,56,"SOTERRADO","ENVASES LIGEROS","531678,58","4777660,2",0,23
49,1,"ABADINO",2020,57,"SOTERRADO","ENVASES LIGEROS","532255,34","4777204,77",0,23
50,1,"ABADINO",2020,58,"CARGA VERTICAL","ENVASES LIGEROS","532334,36","4776844,8",0,23
51,1,"ABADINO",2020,60,"SOTERRADO","ENVASES LIGEROS","532192,78","4777379,43",0,23
52,1,"ABADINO",2020,61,"SOTERRADO","ENVASES LIGEROS","531993,56","4777399,03",0,23
53,1,"ABADINO",2020,62,"SOTERRADO","ENVASES LIGEROS","532088,34","4777302,44",0,23
54,1,"ABADINO",2020,63,"CARGA VERTICAL","ENVASES LIGEROS","531560,02","4778842,42",0,23
55,1,"ABADINO",2020,65,"CARGA VERTICAL","ENVASES LIGEROS","532343,64","4779439,59",0,23
56,1,"ABADINO",2020,66,"CARGA VERTICAL","ENVASES LIGEROS","532372,45","4777184,46",0,23
57,1,"ABADINO",2020,67,"CARGA VERTICAL","ENVASES LIGEROS","530669,33","4775547,89",0,23
58,1,"ABADINO",2020,68,"CARGA VERTICAL","ENVASES LIGEROS","531550,18","4780189,29",0,23
59,1,"ABADINO",2020,69,"CARGA VERTICAL","ENVASES LIGEROS","531267,49","4778652,25",0,23
60,1,"ABADINO",2020,70,"CARGA VERTICAL","ENVASES LIGEROS","531725,31","4779732,35",0,23
61,1,"ABADINO",2020,71,"CARGA VERTICAL","ENVASES LIGEROS","531895,91","4777220,68",0,23
62,1,"ABADINO",2020,72,"CARGA VERTICAL","ENVASES LIGEROS","531566,62","4778406,9",0,23
63,1,"ABADINO",2020,73,"CARGA VERTICAL","ENVASES LIGEROS","531605,87","4779699,11",0,23
64,1,"ABADINO",2020,74,"CARGA VERTICAL","ENVASES LIGEROS","528704,67","4772193,12",0,23
65,1,"ABADINO",2020,75,"IGLU CIRCULAR","ENVASES LIGEROS","529068,9338","4772045,641",0,23
66,1,"ABADINO",2020,76,"CARGA VERTICAL","ENVASES LIGEROS","531229,859","4779724,418",0,23
67,1,"ABADINO",2020,77,"CARGA VERTICAL","ENVASES LIGEROS","528766,0679","4772071,766",0,23
68,1,"ABADINO",2020,78,"CARGA VERTICAL","ENVASES LIGEROS","528804,4671","4772248,285",0,23
69,1,"ABADINO",2020,79,"CARGA VERTICAL","ENVASES LIGEROS","531779,4255","4779584,552",0,23
70,2,"ABANTO",2020,1,"CARGA VERTICAL","ENVASES LIGEROS","492115,18","4796389,66",0,23
71,2,"ABANTO",2020,2,"CARGA VERTICAL","ENVASES LIGEROS","492511,47","4796411,02",0,23
72,2,"ABANTO",2020,3,"CARGA VERTICAL","ENVASES LIGEROS","491999,14","4796298,52",0,23
73,2,"ABANTO",2020,4,"CARGA VERTICAL","ENVASES LIGEROS","492305,38","4796166,47",0,23
74,2,"ABANTO",2020,5,"CARGA VERTICAL","ENVASES LIGEROS","494245,34","4796318,83",0,23
75,2,"ABANTO",2020,6,"CARGA VERTICAL","ENVASES LIGEROS","494182,19","4796475,37",0,23
76,2,"ABANTO",2020,7,"CARGA VERTICAL","ENVASES LIGEROS","494158,87","4796554,8",0,23
77,2,"ABANTO",2020,8,"CARGA VERTICAL","ENVASES LIGEROS","494362,64","4796920,33",0,23
78,2,"ABANTO",2020,9,"CARGA VERTICAL","ENVASES LIGEROS","493989,04","4796212,55",0,23
79,2,"ABANTO",2020,10,"CARGA VERTICAL","ENVASES LIGEROS","494038,72","4796315,88",0,23
80,2,"ABANTO",2020,11,"CARGA VERTICAL","ENVASES LIGEROS","493938,39","4796492,26",0,23
81,2,"ABANTO",2020,13,"CARGA VERTICAL","ENVASES LIGEROS","494052,43","4795857,56",0,23
82,2,"ABANTO",2020,14,"CARGA VERTICAL","ENVASES LIGEROS","494075,3","4795776,16",0,23
83,2,"ABANTO",2020,15,"CARGA VERTICAL","ENVASES LIGEROS","493771,96","4796056,72",0,23
84,2,"ABANTO",2020,16,"CARGA VERTICAL","ENVASES LIGEROS","493827,87","4795951,89",0,23
85,2,"ABANTO",2020,17,"CARGA VERTICAL","ENVASES LIGEROS","494078,57","4795551,41",0,23
86,2,"ABANTO",2020,18,"CARGA VERTICAL","ENVASES LIGEROS","492394,73","4796063,81",0,23
87,2,"ABANTO",2020,19,"CARGA VERTICAL","ENVASES LIGEROS","493913,58","4795958,96",0,23
88,2,"ABANTO",2020,20,"CARGA VERTICAL","ENVASES LIGEROS","493984,46","4796061,95",0,23
89,2,"ABANTO",2020,21,"CARGA VERTICAL","ENVASES LIGEROS","494217,61","4795908,29",0,23
90,2,"ABANTO",2020,24,"CARGA VERTICAL","ENVASES LIGEROS","494475,7","4796875,16",0,23
91,2,"ABANTO",2020,25,"CARGA VERTICAL","ENVASES LIGEROS","494230,55","4796824,88",0,23
92,2,"ABANTO",2020,26,"CARGA VERTICAL","ENVASES LIGEROS","494045,54","4797095,92",0,23
93,2,"ABANTO",2020,27,"CARGA VERTICAL","ENVASES LIGEROS","494015,06","4796926,16",0,23
94,2,"ABANTO",2020,28,"CARGA VERTICAL","ENVASES LIGEROS","493837,34","4796203,69",0,23
95,2,"ABANTO",2020,29,"CARGA VERTICAL","ENVASES LIGEROS","493997,23","4795731,68",0,23
96,2,"ABANTO",2020,30,"CARGA VERTICAL","ENVASES LIGEROS","493829,85","4795860,04",0,23
97,2,"ABANTO",2020,31,"CARGA VERTICAL","ENVASES LIGEROS","493901,13","4796653,86",0,23
98,2,"ABANTO",2020,32,"CARGA VERTICAL","ENVASES LIGEROS","494520,44","4797372,01",0,23
99,2,"ABANTO",2020,33,"CARGA VERTICAL","ENVASES LIGEROS","493985,23","4796064,34",0,23
100,2,"ABANTO",2020,34,"CARGA VERTICAL","ENVASES LIGEROS","494406,16","4797235,81",0,23
101,2,"ABANTO",2020,36,"CARGA VERTICAL","ENVASES LIGEROS","492041,21","4796190,21",0,23
102,2,"ABANTO",2020,37,"CARGA VERTICAL","ENVASES LIGEROS","492036,08","4796270,85",0,23
103,2,"ABANTO",2020,38,"CARGA VERTICAL","ENVASES LIGEROS","491880,57","4796360,32",0,23
104,2,"ABANTO",2020,40,"CARGA VERTICAL","ENVASES LIGEROS","492843,47","4795430,98",0,23
105,2,"ABANTO",2020,41,"CARGA VERTICAL","ENVASES LIGEROS","492585,04","4796310,5",0,23
106,2,"ABANTO",2020,43,"CARGA VERTICAL","ENVASES LIGEROS","494718,09","4797273,59",0,23
107,2,"ABANTO",2020,44,"CARGA VERTICAL","ENVASES LIGEROS","494875,3","4797313,23",0,23
108,2,"ABANTO",2020,46,"CARGA VERTICAL","ENVASES LIGEROS","494828,37","4797374,16",0,23
109,2,"ABANTO",2020,47,"CARGA VERTICAL","ENVASES LIGEROS","494771,63","4797394,14",0,23
110,2,"ABANTO",2020,48,"CARGA VERTICAL","ENVASES LIGEROS","493483,95","4796248,67",0,23
111,2,"ABANTO",2020,49,"CARGA VERTICAL","ENVASES LIGEROS","493179,45","4796037,76",0,23
112,2,"ABANTO",2020,50,"CARGA VERTICAL","ENVASES LIGEROS","492571","4796005,36",0,23
113,2,"ABANTO",2020,51,"CARGA VERTICAL","ENVASES LIGEROS","492492,6","4796112,29",0,23
114,2,"ABANTO",2020,52,"CARGA VERTICAL","ENVASES LIGEROS","494450,5","4796653,28",0,23
115,2,"ABANTO",2020,53,"CARGA VERTICAL","ENVASES LIGEROS","492631,42","4796714,29",0,23
116,2,"ABANTO",2020,54,"CARGA VERTICAL","ENVASES LIGEROS","494014,65","4793601,97",0,23
117,2,"ABANTO",2020,55,"CARGA VERTICAL","ENVASES LIGEROS","494117,08","4796826,82",0,23
118,2,"ABANTO",2020,56,"CARGA VERTICAL","ENVASES LIGEROS","494126,57","4796294,01",0,23
119,2,"ABANTO",2020,57,"CARGA VERTICAL","ENVASES LIGEROS","494303,27","4795724,49",0,23
120,2,"ABANTO",2020,58,"CARGA VERTICAL","ENVASES LIGEROS","493775,34","4794235,99",0,23
121,2,"ABANTO",2020,59,"CARGA VERTICAL","ENVASES LIGEROS","494474,83","4796873",0,23
122,2,"ABANTO",2020,60,"CARGA VERTICAL","ENVASES LIGEROS","493935,89","4796096,13",0,23
123,2,"ABANTO",2020,61,"CARGA VERTICAL","ENVASES LIGEROS","494232,51","4796826,61",0,23
124,2,"ABANTO",2020,62,"CARGA VERTICAL","ENVASES LIGEROS","493436,92","4796566,09",0,23
125,2,"ABANTO",2020,63,"CARGA VERTICAL","ENVASES LIGEROS","493871,03","4796559,5",0,23
126,2,"ABANTO",2020,64,"CARGA VERTICAL","ENVASES LIGEROS","494085,69","4796028,92",0,23
127,2,"ABANTO",2020,65,"CARGA VERTICAL","ENVASES LIGEROS","494112,36","4795930,5",0,23
128,2,"ABANTO",2020,66,"CARGA VERTICAL","ENVASES LIGEROS","494123,32","4795946,94",0,23
129,2,"ABANTO",2020,69,"CARGA VERTICAL","ENVASES LIGEROS","494384,26","4796755,18",0,23
130,2,"ABANTO",2020,70,"CARGA VERTICAL","ENVASES LIGEROS","492534,01","4795821,01",0,23
131,2,"ABANTO",2020,71,"CARGA VERTICAL","ENVASES LIGEROS","493092,08","4796555,49",0,23
132,2,"ABANTO",2020,77,"CARGA VERTICAL","ENVASES LIGEROS","494852,7","4797193,75",0,23
133,2,"ABANTO",2020,78,"CARGA VERTICAL","ENVASES LIGEROS","494886,52","4797187,32",0,23
134,2,"ABANTO",2020,79,"CARGA VERTICAL","ENVASES LIGEROS","494885,48","4797185,48",0,23
135,2,"ABANTO",2020,80,"CARGA VERTICAL","ENVASES LIGEROS","494847,1","4797251,5",0,23
136,911,"AJANGIZ",2020,1,"CARGA VERTICAL","ENVASES LIGEROS","527442,95","4795362,61",0,23
137,911,"AJANGIZ",2020,2,"CARGA VERTICAL","ENVASES LIGEROS","526033,6","4794074,05",0,23
138,911,"AJANGIZ",2020,3,"CARGA VERTICAL","ENVASES LIGEROS","526439,4","4794263,14",0,23
139,911,"AJANGIZ",2020,4,"CARGA VERTICAL","ENVASES LIGEROS","527444,27","4795360,23",0,23
140,911,"AJANGIZ",2020,5,"CARGA VERTICAL","ENVASES LIGEROS","526570,64","4794669,38",0,23
141,911,"AJANGIZ",2020,6,"CARGA VERTICAL","ENVASES LIGEROS","526570,95","4794671,55",0,23
142,911,"AJANGIZ",2020,7,"CARGA VERTICAL","ENVASES LIGEROS","526458,79","4794619,51",0,23
143,911,"AJANGIZ",2020,8,"CARGA VERTICAL","ENVASES LIGEROS","526464,22","4794621,69",0,23
144,912,"ALONSOTEGI",2020,2,"CARGA VERTICAL","ENVASES LIGEROS","500920,06","4788121,16",0,23
145,912,"ALONSOTEGI",2020,5,"CARGA VERTICAL","ENVASES LIGEROS","500876,26","4788337,91",0,23
146,912,"ALONSOTEGI",2020,6,"CARGA VERTICAL","ENVASES LIGEROS","500874,84","4788412,67",0,23
147,912,"ALONSOTEGI",2020,8,"CARGA VERTICAL","ENVASES LIGEROS","500591,34","4788196,42",0,23
148,912,"ALONSOTEGI",2020,10,"CARGA VERTICAL","ENVASES LIGEROS","500654,4","4787950,79",0,23
149,912,"ALONSOTEGI",2020,11,"CARGA VERTICAL","ENVASES LIGEROS","501083,48","4788168,82",0,23
150,912,"ALONSOTEGI",2020,12,"CARGA VERTICAL","ENVASES LIGEROS","499503,23","4787171,64",0,23
151,912,"ALONSOTEGI",2020,13,"CARGA VERTICAL","ENVASES LIGEROS","498989,88","4787091,19",0,23
152,912,"ALONSOTEGI",2020,14,"CARGA VERTICAL","ENVASES LIGEROS","500494,35","4787904,13",0,23
153,912,"ALONSOTEGI",2020,15,"CARGA VERTICAL","ENVASES LIGEROS","500740,7","4788394,86",0,23
154,912,"ALONSOTEGI",2020,16,"CARGA VERTICAL","ENVASES LIGEROS","500926,25","4788238,66",0,23
155,912,"ALONSOTEGI",2020,17,"CARGA VERTICAL","ENVASES LIGEROS","500425,32","4787736,18",0,23
156,912,"ALONSOTEGI",2020,18,"CARGA VERTICAL","ENVASES LIGEROS","500738,88","4788077,3",0,23
157,912,"ALONSOTEGI",2020,21,"CARGA VERTICAL","ENVASES LIGEROS","500700,11","4788161,71",0,23
158,912,"ALONSOTEGI",2020,22,"CARGA VERTICAL","ENVASES LIGEROS","500896,55","4788002,57",0,23
159,912,"ALONSOTEGI",2020,23,"CARGA VERTICAL","ENVASES LIGEROS","500802,1","4788419,6",0,23
160,912,"ALONSOTEGI",2020,24,"CARGA VERTICAL","ENVASES LIGEROS","499411,1","4787128,9",0,23
161,912,"ALONSOTEGI",2020,25,"CARGA VERTICAL","ENVASES LIGEROS","499218,68","4787046,56",0,23
162,912,"ALONSOTEGI",2020,26,"CARGA VERTICAL","ENVASES LIGEROS","501033,15","4787652,37",0,23
163,912,"ALONSOTEGI",2020,27,"CARGA VERTICAL","ENVASES LIGEROS","500903,54","4787873,68",0,23
164,912,"ALONSOTEGI",2020,28,"CARGA VERTICAL","ENVASES LIGEROS","500511,65","4788048,43",0,23
165,912,"ALONSOTEGI",2020,31,"COMPOSTAJE","ENVASES LIGEROS","502069,31","4787693,83",0,23
166,912,"ALONSOTEGI",2020,34,"CARGA VERTICAL","ENVASES LIGEROS","500782,42","4788280,62",0,23
167,912,"ALONSOTEGI",2020,35,"CARGA VERTICAL","ENVASES LIGEROS","500822,91","4788261,74",0,23
168,912,"ALONSOTEGI",2020,36,"CARGA VERTICAL","ENVASES LIGEROS","501057,46","4788148,41",0,23
169,3,"AMOREBIETA-ETXANO",2020,1,"CARGA VERTICAL","ENVASES LIGEROS","521878,46","4785263,22",0,23
170,3,"AMOREBIETA-ETXANO",2020,2,"CARGA VERTICAL","ENVASES LIGEROS","521813,71","4785346,04",0,23
171,3,"AMOREBIETA-ETXANO",2020,5,"CARGA VERTICAL","ENVASES LIGEROS","521368,49","4785358,63",0,23
172,3,"AMOREBIETA-ETXANO",2020,6,"CARGA VERTICAL","ENVASES LIGEROS","521358,77","4785366,2",0,23
173,3,"AMOREBIETA-ETXANO",2020,7,"CARGA VERTICAL","ENVASES LIGEROS","521209,23","4785291,27",0,23
174,3,"AMOREBIETA-ETXANO",2020,10,"CARGA VERTICAL","ENVASES LIGEROS","521626,04","4785171,79",0,23
175,3,"AMOREBIETA-ETXANO",2020,11,"SOTERRADO","ENVASES LIGEROS","521764,03","4785178,08",0,23
176,3,"AMOREBIETA-ETXANO",2020,12,"SOTERRADO","ENVASES LIGEROS","521452,03","4785257,41",0,23
177,3,"AMOREBIETA-ETXANO",2020,13,"CARGA VERTICAL","ENVASES LIGEROS","521340,24","4785022,28",0,23
178,3,"AMOREBIETA-ETXANO",2020,14,"CARGA VERTICAL","ENVASES LIGEROS","522170,99","4785312,47",0,23
179,3,"AMOREBIETA-ETXANO",2020,15,"CARGA VERTICAL","ENVASES LIGEROS","522305,73","4785379,01",0,23
180,3,"AMOREBIETA-ETXANO",2020,16,"CARGA VERTICAL","ENVASES LIGEROS","523417,16","4786092,54",0,23
181,3,"AMOREBIETA-ETXANO",2020,17,"CARGA VERTICAL","ENVASES LIGEROS","523371,46","4785636,67",0,23
182,3,"AMOREBIETA-ETXANO",2020,20,"CARGA VERTICAL","ENVASES LIGEROS","521877,49","4785124,51",0,23
183,3,"AMOREBIETA-ETXANO",2020,21,"CARGA VERTICAL","ENVASES LIGEROS","522182,1","4784879,76",0,23
184,3,"AMOREBIETA-ETXANO",2020,22,"CARGA VERTICAL","ENVASES LIGEROS","522110,07","4784920,12",0,23
185,3,"AMOREBIETA-ETXANO",2020,23,"CARGA VERTICAL","ENVASES LIGEROS","521159,38","4785805,46",0,23
186,3,"AMOREBIETA-ETXANO",2020,24,"CARGA VERTICAL","ENVASES LIGEROS","521427,43","4785700,81",0,23
187,3,"AMOREBIETA-ETXANO",2020,25,"CARGA VERTICAL","ENVASES LIGEROS","521455,69","4785580,32",0,23
188,3,"AMOREBIETA-ETXANO",2020,26,"CARGA VERTICAL","ENVASES LIGEROS","521518,36","4785742,66",0,23
189,3,"AMOREBIETA-ETXANO",2020,27,"CARGA VERTICAL","ENVASES LIGEROS","520367","4787652,77",0,23
190,3,"AMOREBIETA-ETXANO",2020,28,"SOTERRADO","ENVASES LIGEROS","524668,56","4782592,33",0,23
191,3,"AMOREBIETA-ETXANO",2020,29,"CARGA VERTICAL","ENVASES LIGEROS","522267,39","4784548,97",0,23
192,3,"AMOREBIETA-ETXANO",2020,30,"CARGA VERTICAL","ENVASES LIGEROS","521303,8","4785352,79",0,23
193,3,"AMOREBIETA-ETXANO",2020,31,"CARGA VERTICAL","ENVASES LIGEROS","522666,85","4784688,46",0,23
194,3,"AMOREBIETA-ETXANO",2020,33,"CARGA VERTICAL","ENVASES LIGEROS","521517,14","4785746,78",0,23
195,3,"AMOREBIETA-ETXANO",2020,34,"CARGA VERTICAL","ENVASES LIGEROS","521731,21","4785599,1",0,23
196,3,"AMOREBIETA-ETXANO",2020,35,"CARGA VERTICAL","ENVASES LIGEROS","522271,62","4784887,54",0,23
197,3,"AMOREBIETA-ETXANO",2020,36,"CARGA VERTICAL","ENVASES LIGEROS","522273,79","4784889,6",0,23
198,3,"AMOREBIETA-ETXANO",2020,39,"CARGA VERTICAL","ENVASES LIGEROS","524718,72","4782342,11",0,23
199,3,"AMOREBIETA-ETXANO",2020,40,"CARGA VERTICAL","ENVASES LIGEROS","520986,63","4785099,23",0,23
200,3,"AMOREBIETA-ETXANO",2020,43,"CARGA VERTICAL","ENVASES LIGEROS","523810","4782985,03",0,23
201,3,"AMOREBIETA-ETXANO",2020,46,"SOTERRADO","ENVASES LIGEROS","521228,56","4785519,26",0,23
202,3,"AMOREBIETA-ETXANO",2020,47,"CARGA VERTICAL","ENVASES LIGEROS","522316,2","4785608,05",0,23
203,3,"AMOREBIETA-ETXANO",2020,48,"CARGA VERTICAL","ENVASES LIGEROS","521481,56","4786182,3",0,23
204,3,"AMOREBIETA-ETXANO",2020,50,"CARGA VERTICAL","ENVASES LIGEROS","523949,9","4783454,44",0,23
284,6,"ARANTZAZU",2020,11,"CARGA VERTICAL","ENVASES LIGEROS","516957,46","4778117,19",0,23
205,3,"AMOREBIETA-ETXANO",2020,52,"CARGA VERTICAL","ENVASES LIGEROS","523376,94","4783630,72",0,23
206,3,"AMOREBIETA-ETXANO",2020,53,"CARGA VERTICAL","ENVASES LIGEROS","522090,37","4785285,29",0,23
207,3,"AMOREBIETA-ETXANO",2020,55,"CARGA VERTICAL","ENVASES LIGEROS","520997,73","4784608,21",0,23
208,3,"AMOREBIETA-ETXANO",2020,57,"CARGA VERTICAL","ENVASES LIGEROS","520873,04","4785126,99",0,23
209,3,"AMOREBIETA-ETXANO",2020,59,"CARGA VERTICAL","ENVASES LIGEROS","521759,37","4784967,51",0,23
210,3,"AMOREBIETA-ETXANO",2020,60,"CARGA VERTICAL","ENVASES LIGEROS","521875,97","4785123,19",0,23
211,3,"AMOREBIETA-ETXANO",2020,61,"CARGA VERTICAL","ENVASES LIGEROS","521653,94","4786156,9",0,23
212,3,"AMOREBIETA-ETXANO",2020,62,"CARGA VERTICAL","ENVASES LIGEROS","521273,01","4786458,91",0,23
213,3,"AMOREBIETA-ETXANO",2020,63,"CARGA VERTICAL","ENVASES LIGEROS","521086,22","4786529,85",0,23
214,3,"AMOREBIETA-ETXANO",2020,64,"CARGA VERTICAL","ENVASES LIGEROS","521460,04","4786066,64",0,23
215,3,"AMOREBIETA-ETXANO",2020,65,"CARGA VERTICAL","ENVASES LIGEROS","521789,93","4785663,98",0,23
216,3,"AMOREBIETA-ETXANO",2020,66,"CARGA VERTICAL","ENVASES LIGEROS","521685,86","4785061,7",0,23
217,3,"AMOREBIETA-ETXANO",2020,70,"SOTERRADO","ENVASES LIGEROS","521496,15","4785358,6",0,23
218,3,"AMOREBIETA-ETXANO",2020,71,"CARGA VERTICAL","ENVASES LIGEROS","523418,34","4786097,64",0,23
219,3,"AMOREBIETA-ETXANO",2020,72,"CARGA VERTICAL","ENVASES LIGEROS","523401,12","4783411,27",0,23
220,3,"AMOREBIETA-ETXANO",2020,73,"CARGA VERTICAL","ENVASES LIGEROS","521039,54","4785003,01",0,23
221,3,"AMOREBIETA-ETXANO",2020,74,"CARGA VERTICAL","ENVASES LIGEROS","521159,22","4785152,41",0,23
222,3,"AMOREBIETA-ETXANO",2020,75,"SOTERRADO","ENVASES LIGEROS","521377,7","4785720,18",0,23
223,3,"AMOREBIETA-ETXANO",2020,76,"SOTERRADO","ENVASES LIGEROS","521454,75","4785258,39",0,23
224,3,"AMOREBIETA-ETXANO",2020,77,"SOTERRADO","ENVASES LIGEROS","521350,22","4785556,11",0,23
225,3,"AMOREBIETA-ETXANO",2020,78,"CARGA VERTICAL","ENVASES LIGEROS","520018,36","4786831,65",0,23
226,3,"AMOREBIETA-ETXANO",2020,79,"CARGA VERTICAL","ENVASES LIGEROS","523942","4783379,83",0,23
227,3,"AMOREBIETA-ETXANO",2020,80,"SOTERRADO","ENVASES LIGEROS","521641,42","4785577,53",0,23
228,3,"AMOREBIETA-ETXANO",2020,86,"SOTERRADO","ENVASES LIGEROS","521525,52","4785510,1",0,23
229,3,"AMOREBIETA-ETXANO",2020,87,"CARGA VERTICAL","ENVASES LIGEROS","524053,54","4783018,68",0,23
230,3,"AMOREBIETA-ETXANO",2020,88,"SOTERRADO","ENVASES LIGEROS","521563,01","4785397,99",0,23
231,3,"AMOREBIETA-ETXANO",2020,89,"SOTERRADO","ENVASES LIGEROS","521596,97","4785405,59",0,23
232,3,"AMOREBIETA-ETXANO",2020,90,"CARGA VERTICAL","ENVASES LIGEROS","519427,69","4787128,34",0,23
233,3,"AMOREBIETA-ETXANO",2020,91,"SOTERRADO","ENVASES LIGEROS","521159,1","4785402,8",0,23
234,3,"AMOREBIETA-ETXANO",2020,92,"SOTERRADO","ENVASES LIGEROS","522138,98","4785139,79",0,23
235,3,"AMOREBIETA-ETXANO",2020,93,"SOTERRADO","ENVASES LIGEROS","522139,65","4785137,94",0,23
236,3,"AMOREBIETA-ETXANO",2020,94,"CARGA VERTICAL","ENVASES LIGEROS","521343,08","4785022,08",0,23
237,3,"AMOREBIETA-ETXANO",2020,95,"CARGA VERTICAL","ENVASES LIGEROS","524287,14","4783663,1",0,23
